,ticker,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
253,JNPR,NA,NA,NA,NA,NA,NA,NA,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,121718,NA
254,JPM,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,NA
255,K,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,NA
256,KDP,NA,NA,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,28877,NA
257,KEY,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,9783,NA
258,KEYS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20232,20232,20232,20232,20232,20232,20232,20232,20232,20232,20232,20232,20232,NA
259,KHC,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,5568,NA
260,KIM,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,24731,NA
261,KLAC,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304,6304
262,KMB,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,6435,NA
263,KMI,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,6310,NA
264,KMX,NA,NA,NA,NA,NA,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,64410,NA
265,KO,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,NA
266,KR,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,6502,NA
267,L,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,6781,NA
268,LDOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165123,165123,165123,165123,165123,165123,165123,165123,165123,165123,165123,165123,165123,165123,165123,165123,165123,165123,165123,NA
269,LEN,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,6669,NA
270,LH,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,14960,NA
271,LHX,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,NA
272,LIN,NA,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,25124,NA
273,LKQ,NA,NA,NA,NA,NA,NA,NA,NA,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,155394,NA
274,LLY,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,6730,NA
275,LMT,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,NA
276,LNC,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,6742,NA
277,LNT,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,NA
278,LOW,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,NA
279,LRCX,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565
280,LUMN,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,NA
281,LUV,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,NA
282,LVS,NA,NA,NA,NA,NA,NA,NA,NA,NA,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,161844,NA
283,LW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28790,28790,28790,28790,28790,28790,28790,28790,28790,28790,28790,NA
284,LYB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294524,294524,294524,294524,294524,294524,294524,294524,294524,294524,294524,294524,294524,294524,NA
285,LYV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,165746,NA
286,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,160225,NA
287,MAA,NA,NA,NA,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,29649,NA
288,MAR,NA,NA,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,28930,NA
289,MAS,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,7085,NA
290,MCD,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,7154,NA
291,MCHP,NA,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,27965,NA
292,MCK,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,NA
293,MCO,NA,NA,NA,NA,NA,NA,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,139665,NA
294,MDLZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,142953,NA
295,MDT,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,NA
296,MET,NA,NA,NA,NA,NA,NA,NA,NA,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,133768,NA
297,META,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170617,170617,170617,170617,170617,170617,170617,170617,170617,170617,170617,170617,170617,170617,170617,NA
298,MGM,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,14418,NA
299,MHK,NA,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,25119,NA
300,MKC,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,NA
301,MKTX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,158742,NA
302,MLM,NA,NA,NA,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,29733,NA
303,MMC,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,NA
304,MMM,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,NA
305,MNST,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,24316,NA
306,MO,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,NA
307,MOH,NA,NA,NA,NA,NA,NA,NA,NA,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,152149,NA
308,MOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,162129,NA
309,MPC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186989,186989,186989,186989,186989,186989,186989,186989,186989,186989,186989,186989,186989,186989,186989,186989,NA
310,MPWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,160888,NA
311,MRK,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,NA
312,MRNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34410,34410,34410,34410,34410,34410,NA
313,MRO,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,7017,NA
314,MS,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,12124,NA
315,MSCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178507,178507,178507,NA,178507,178507,178507,178507,178507,178507,178507,178507,178507,178507,178507,178507,178507,178507,178507,178507,NA
316,MSFT,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141,12141
317,MSI,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,7585,NA
318,MTB,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,NA
319,MTCH,NA,NA,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,26061,NA
320,MTD,NA,NA,NA,NA,NA,NA,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,65772,NA
321,MU,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343
322,NCLH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104432,104432,104432,104432,104432,104432,104432,104432,104432,104432,104432,104432,104432,104432,104432,NA
323,NDAQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,149337,NA
324,NDSN,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,7921,NA
325,NEE,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,NA
326,NEM,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,7881,NA
327,NFLX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,147579,NA
328,NI,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,NA
329,NKE,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,NA
330,NLOK,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,NA
331,NLSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,100873,NA
332,NOC,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,NA
333,NOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171007,171007,171007,171007,171007,171007,171007,171007,171007,171007,171007,171007,171007,171007,171007,NA
334,NRG,NA,NA,NA,NA,NA,NA,NA,NA,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,135990,NA
335,NSC,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,7923,NA
336,NTAP,NA,NA,NA,NA,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,61591,NA
337,NTRS,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,7982,NA
338,NUE,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,8030,NA
339,NVDA,NA,NA,NA,NA,NA,NA,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,117768,NA
340,NVR,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,12459,NA
341,NWL,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,7875,NA
342,NWSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043
343,NXPI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184725,NA,NA,184725,184725,184725,184725,184725,184725,184725,184725,184725,184725,184725,184725,184725,184725,NA
344,O,NA,NA,NA,NA,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,30822,NA
345,ODFL,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,24617,NA
346,OGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38821,38821,38821,38821,NA
347,OKE,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,8151,NA
348,OMC,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,4066,NA
349,ON,NA,NA,NA,NA,NA,NA,NA,NA,NA,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,134932,NA
350,ORCL,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,12142,NA
351,ORLY,NA,NA,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,28180,NA
352,OTIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36190,36190,36190,36190,36190,36190,36190,NA
353,OXY,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,8068,NA
354,PARA,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,NA
355,PAYC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20116,20116,20116,20116,20116,20116,20116,20116,20116,20116,20116,NA
356,PAYX,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,8402,NA
357,PCAR,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,NA
358,PEAK,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,NA
359,PEG,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,NA
360,PENN,NA,NA,NA,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,30259,NA
361,PEP,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,8479,NA
362,PFE,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,8530,NA
363,PFG,NA,NA,NA,NA,NA,NA,NA,NA,NA,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,145701,NA
364,PG,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762
365,PGR,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,13341,NA
366,PH,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358,8358
367,PHM,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,8823,NA
368,PKG,NA,NA,NA,NA,NA,NA,NA,NA,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,128978,NA
369,PKI,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,4145,NA
370,PLD,NA,NA,NA,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,29984,NA
371,PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179621,179621,179621,179621,179621,179621,179621,179621,179621,179621,179621,179621,179621,179621,179621,179621,179621,179621,179621,NA
372,PNC,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,NA
373,PNR,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,NA
374,PNW,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,NA
375,POOL,NA,NA,NA,NA,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,61420,NA
376,PPG,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,8247,NA
377,PPL,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,8455,NA
378,PRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,143356,NA
379,PSA,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,10096,NA
