"","ticker","tic","gvkey"
"1","AAPL","AAPL",1690
"2","MSFT","MSFT",12141
"3","AMZN","AMZN",64768
"4","BRK.B","BRK.B",2176
"5","UNH","UNH",10903
"6","NVDA","NVDA",117768
"7","JNJ","JNJ",6266
"8","XOM","XOM",4503
"9","PG","PG",8762
"10","JPM","JPM",2968
"11","CVX","CVX",2991
"12","HD","HD",5680
"13","PFE","PFE",8530
"14","LLY","LLY",6730
"15","KO","KO",3144
"16","PEP","PEP",8479
"17","COST","COST",29028
"18","BAC","BAC",7647
"19","TMO","TMO",10530
"20","MRK","MRK",7257
"21","ADBE","ADBE",12540
"22","MCD","MCD",7154
"23","ACN","ACN",143357
"24","DIS","DIS",3980
"25","VZ","VZ",2136
"26","ABT","ABT",1078
"27","CSCO","CSCO",20779
"28","WMT","WMT",11259
"29","DHR","DHR",3735
"30","CMCSA","CMCSA",3226
"31","NEE","NEE",4517
"32","QCOM","QCOM",24800
"33","TXN","TXN",10499
"34","WFC","WFC",8007
"35","AMD","AMD",1161
"36","BMY","BMY",2403
"37","LIN","LIN",25124
"38","INTC","INTC",6008
"39","NKE","NKE",7906
"40","UPS","UPS",10920
"41","UNP","UNP",10867
"42","RTX","RTX",10983
"43","T","T",9899
"44","AMGN","AMGN",1602
"45","HON","HON",1300
"46","SPGI","SPGI",7163
"47","INTU","INTU",27928
"48","CVS","CVS",7241
"49","MDT","MDT",7228
"50","LOW","LOW",6829
"51","AMT","AMT",105365
"52","COP","COP",8549
"53","ORCL","ORCL",12142
"54","IBM","IBM",6066
"55","MS","MS",12124
"56","GS","GS",114628
"57","SCHW","SCHW",13988
"58","LMT","LMT",6774
"59","ADP","ADP",1891
"60","C","C",3243
"61","CAT","CAT",2817
"62","SBUX","SBUX",25434
"63","PLD","PLD",29984
"64","BLK","BLK",124434
"65","DE","DE",3835
"66","AMAT","AMAT",1704
"67","AXP","AXP",1447
"68","BA","BA",2285
"69","ADI","ADI",1632
"70","CI","CI",2547
"71","ISRG","ISRG",136725
"72","DUK","DUK",4093
"73","GE","GE",5047
"74","MMC","MMC",7065
"75","MMM","MMM",7435
"76","SO","SO",9850
"77","MO","MO",8543
"78","BKNG","BKNG",119314
"79","CB","CB",28034
"80","CCI","CCI",113490
"81","TGT","TGT",3813
"82","GILD","GILD",24856
"83","TJX","TJX",11672
"84","SYK","SYK",10115
"85","CME","CME",149070
"86","NOC","NOC",7985
"87","VRTX","VRTX",24344
"88","LRCX","LRCX",6565
"89","CSX","CSX",2574
"90","MU","MU",7343
"91","BDX","BDX",2111
"92","PNC","PNC",8245
"93","CL","CL",3170
"94","D","D",4029
"95","PGR","PGR",13341
"96","TFC","TFC",11856
"97","EW","EW",133366
"98","USB","USB",4723
"99","WM","WM",14477
"100","EOG","EOG",16478
"101","EL","EL",61567
"102","REGN","REGN",23812
"103","FISV","FISV",12635
"104","HUM","HUM",27914
"105","AON","AON",3221
"106","F","F",4839
"107","NSC","NSC",7923
"108","BSX","BSX",25279
"109","SHW","SHW",9667
"110","ITW","ITW",5878
"111","ETN","ETN",4199
"112","OXY","OXY",8068
"113","KLAC","KLAC",6304
"114","DG","DG",4016
"115","SNPS","SNPS",24975
"116","FDX","FDX",4598
"117","CNC","CNC",145552
"118","APD","APD",1209
"119","EMR","EMR",4321
"120","GM","GM",5073
"121","GD","GD",5046
"122","SLB","SLB",9465
"123","SRE","SRE",8272
"124","PXD","PXD",14359
"125","CHTR","CHTR",126136
"126","AEP","AEP",1440
"127","CDNS","CDNS",13421
"128","MCO","MCO",139665
"129","PSA","PSA",10096
"130","MCK","MCK",7171
"131","HCA","HCA",22260
"132","ADSK","ADSK",1878
"133","LHX","LHX",5492
"134","ADM","ADM",1722
"135","ORLY","ORLY",28180
"136","VLO","VLO",15247
"137","GIS","GIS",5071
"138","APH","APH",14282
"139","ROP","ROP",24925
"140","EXC","EXC",8539
"141","KMB","KMB",6435
"142","O","O",30822
"143","MAR","MAR",28930
"144","SYY","SYY",10247
"145","MET","MET",133768
"146","FCX","FCX",14590
"147","AZO","AZO",23809
"148","COF","COF",30990
"149","ECL","ECL",4213
"150","PAYX","PAYX",8402
"151","AIG","AIG",1487
"152","STZ","STZ",2710
"153","XEL","XEL",7977
"154","MSI","MSI",7585
"155","WMB","WMB",11506
"156","A","A",126554
"157","MCHP","MCHP",27965
"158","WELL","WELL",5543
"159","TRV","TRV",62689
"160","JCI","JCI",6268
"161","DVN","DVN",14934
"162","CTAS","CTAS",3062
"163","DLTR","DLTR",31587
"164","SBAC","SBAC",121382
"165","PH","PH",8358
"166","MNST","MNST",24316
"167","EA","EA",16721
"168","GPN","GPN",141913
"169","AJG","AJG",4973
"170","HLT","HLT",5643
"171","NEM","NEM",7881
"172","CTSH","CTSH",111864
"173","YUM","YUM",65417
"174","NUE","NUE",8030
"175","AFL","AFL",1449
"176","RMD","RMD",31887
"177","KMI","KMI",6310
"178","ED","ED",3413
"179","HPQ","HPQ",5606
"180","SPG","SPG",29389
"181","ILMN","ILMN",138205
"182","TT","TT",5959
"183","IDXX","IDXX",24197
"184","HSY","HSY",5597
"185","PEG","PEG",8810
"186","WEC","WEC",11550
"187","ALL","ALL",28349
"188","BK","BK",2019
"189","IFF","IFF",6078
"190","CMI","CMI",3650
"191","PCAR","PCAR",8253
"192","MTB","MTB",4699
"193","ES","ES",7970
"194","MTD","MTD",65772
"195","KR","KR",6502
"196","BIIB","BIIB",24468
"197","HES","HES",1380
"198","DD","DD",4060
"199","PPG","PPG",8247
"200","BAX","BAX",2086
"201","FAST","FAST",14225
"202","APTV","APTV",118122
"203","RSG","RSG",112168
"204","AME","AME",1598
"205","ROK","ROK",9203
"206","KDP","KDP",28877
"207","FRC","FRC",14275
"208","AVB","AVB",29875
"209","ALB","ALB",29751
"210","ROST","ROST",9248
"211","TROW","TROW",12138
"212","WBA","WBA",11264
"213","GLW","GLW",3532
"214","ODFL","ODFL",24617
"215","CPRT","CPRT",29901
"216","EBAY","EBAY",114524
"217","WY","WY",11456
"218","KHC","KHC",5568
"219","OKE","OKE",8151
"220","EIX","EIX",9846
"221","TSN","TSN",10793
"222","HAL","HAL",5439
"223","EQR","EQR",28733
"224","STT","STT",10035
"225","DTE","DTE",3897
"226","EFX","EFX",4423
"227","WST","WST",11376
"228","CDW","CDW",28320
"229","DHI","DHI",25340
"230","ANSS","ANSS",63080
"231","IT","IT",12441
"232","ARE","ARE",64821
"233","CTRA","CTRA",20548
"234","AEE","AEE",10860
"235","ZBH","ZBH",144559
"236","GWW","GWW",5256
"237","LH","LH",14960
"238","ETR","ETR",7366
"239","BALL","BALL",1988
"240","SIVB","SIVB",17120
"241","DRE","DRE",13510
"242","FITB","FITB",4640
"243","URI","URI",66065
"244","FE","FE",8099
"245","STE","STE",25313
"246","LUV","LUV",9882
"247","MKC","MKC",7146
"248","MLM","MLM",29733
"249","PPL","PPL",8455
"250","VMC","VMC",11228
"251","MTCH","MTCH",26061
"252","GPC","GPC",5125
"253","ABC","ABC",31673
"254","TSCO","TSCO",29736
"255","LEN","LEN",6669
"256","CHD","CHD",3026
"257","HIG","HIG",61739
"258","WAT","WAT",61574
"259","VTR","VTR",110179
"260","ALGN","ALGN",141384
"261","MAA","MAA",29649
"262","NTRS","NTRS",7982
"263","DAL","DAL",3851
"264","TTWO","TTWO",64630
"265","CMS","CMS",3439
"266","CNP","CNP",5742
"267","RF","RF",4674
"268","PWR","PWR",66446
"269","IR","IR",30098
"270","PKI","PKI",4145
"271","AMCR","AMCR",100243
"272","MOH","MOH",152149
"273","RJF","RJF",8898
"274","HBAN","HBAN",5786
"275","DOV","DOV",4058
"276","VRSN","VRSN",66368
"277","K","K",6375
"278","TDY","TDY",126721
"279","HOLX","HOLX",20904
"280","ESS","ESS",30293
"281","SWKS","SWKS",1327
"282","CLX","CLX",3121
"283","EXPD","EXPD",4494
"284","ZBRA","ZBRA",24405
"285","WAB","WAB",60979
"286","TRMB","TRMB",22815
"287","MRO","MRO",7017
"288","ATO","ATO",4383
"289","CAH","CAH",2751
"290","KEY","KEY",9783
"291","J","J",6216
"292","TYL","TYL",10789
"293","CAG","CAG",3362
"294","DGX","DGX",64166
"295","TER","TER",10453
"296","KMX","KMX",64410
"297","DRI","DRI",31846
"298","NTAP","NTAP",61591
"299","COO","COO",3504
"300","FDS","FDS",63172
"301","STX","STX",150937
"302","AVY","AVY",1913
"303","IP","IP",6104
"304","IEX","IEX",15267
"305","EXPE","EXPE",126296
"306","EVRG","EVRG",6338
"307","AKAM","AKAM",125595
"308","WDC","WDC",11399
"309","LNT","LNT",11554
"310","BBY","BBY",2184
"311","JKHY","JKHY",11811
"312","TECH","TECH",15414
"313","JBHT","JBHT",5783
"314","LKQ","LKQ",155394
"315","PARA","PARA",13714
"316","AES","AES",24216
"317","PEAK","PEAK",13125
"318","BRO","BRO",15417
"319","CPT","CPT",28629
"320","GRMN","GRMN",141459
"321","SJM","SJM",9777
"322","OMC","OMC",4066
"323","POOL","POOL",61420
"324","NLOK","NLOK",15855
"325","CHRW","CHRW",65609
"326","VFC","VFC",11060
"327","TXT","TXT",10519
"328","SWK","SWK",10016
"329","CINF","CINF",14824
"330","IRM","IRM",62374
"331","HRL","HRL",5709
"332","UDR","UDR",10894
"333","FMC","FMC",4510
"334","INCY","INCY",29127
"335","BF.B","BF.B",2435
"336","ABMD","ABMD",13619
"337","KIM","KIM",24731
"338","NVR","NVR",12459
"339","PKG","PKG",128978
"340","WRB","WRB",14822
"341","MAS","MAS",7085
"342","PTC","PTC",18699
"343","CTXS","CTXS",61676
"344","BXP","BXP",64925
"345","NDSN","NDSN",7921
"346","NI","NI",7974
"347","HST","HST",7063
"348","CRL","CRL",137131
"349","APA","APA",1678
"350","EMN","EMN",29392
"351","SNA","SNA",9778
"352","UAL","UAL",10795
"353","BIO","BIO",2220
"354","MGM","MGM",14418
"355","VTRS","VTRS",7637
"356","TFX","TFX",10407
"357","IPG","IPG",6136
"358","QRVO","QRVO",64853
"359","WRK","WRK",29830
"360","L","L",6781
"361","HSIC","HSIC",61494
"362","CMA","CMA",3231
"363","TAP","TAP",3505
"364","HAS","HAS",5518
"365","CPB","CPB",2663
"366","PHM","PHM",8823
"367","RE","RE",61388
"368","FFIV","FFIV",121077
"369","LUMN","LUMN",2884
"370","AIZ","AIZ",157057
"371","REG","REG",29099
"372","WHR","WHR",11465
"373","BWA","BWA",28742
"374","NRG","NRG",135990
"375","CCL","CCL",13498
"376","GL","GL",10614
"377","AAL","AAL",1045
"378","JNPR","JNPR",121718
"379","BBWI","BBWI",6733
"380","RHI","RHI",2312
"381","ROL","ROL",9225
"382","LNC","LNC",6742
"383","SEE","SEE",9555
"384","PNW","PNW",1075
"385","RCL","RCL",28191
"386","ZION","ZION",11687
"387","AOS","AOS",9771
"388","PNR","PNR",8463
"389","XRAY","XRAY",13700
"390","DXC","DXC",3336
"391","NWL","NWL",7875
"392","BEN","BEN",4885
"393","UHS","UHS",11032
"394","FRT","FRT",4605
"395","MHK","MHK",25119
"396","IVZ","IVZ",29804
"397","PENN","PENN",30259
"398","ALK","ALK",1230
"399","DVA","DVA",61483
"400","VNO","VNO",11220
"401","RL","RL",64891
"402","PVH","PVH",8551
"403","DISH","DISH",60900
